,carat,cut,color,clarity,depth,table,price,x,y,z,hold
27111,2.02,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98,1.0
27115,2.0,Premium,I,VS1,61.1,58.0,17278,8.08,8.11,4.95,1.0
27116,1.5,Very Good,F,VVS1,60.0,60.0,17279,7.36,7.44,4.44,1.0
27121,2.03,Very Good,I,VS2,59.9,57.0,17297,8.14,8.25,4.91,1.0
27122,2.26,Ideal,H,SI2,62.2,56.0,17312,8.38,8.35,5.2,1.0
27126,1.51,Very Good,F,VVS2,63.1,56.0,17317,7.32,7.26,4.6,1.0
27127,2.04,Very Good,I,SI1,62.9,54.0,17323,8.16,8.08,5.1,1.0
27128,1.7,Premium,E,VS2,62.9,58.0,17323,7.57,7.54,4.75,1.0
27130,4.13,Fair,H,I1,64.8,61.0,17329,10.0,9.85,6.43,1.0
27131,1.58,Ideal,G,IF,62.2,57.0,17329,7.45,7.51,4.65,1.0
27133,2.01,Premium,G,SI1,62.5,58.0,17334,7.98,8.08,5.02,1.0
27135,2.54,Ideal,G,SI2,62.7,56.0,17339,8.75,8.67,5.46,1.0
27136,1.75,Ideal,G,VS2,61.5,57.0,17343,7.76,7.72,4.76,1.0
27145,2.01,Good,I,VS1,62.5,56.0,17365,7.96,8.0,4.99,1.0
27146,2.39,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31,1.0
27151,2.17,Ideal,I,SI1,60.4,56.0,17381,8.43,8.36,5.07,1.0
27154,1.59,Premium,E,VS1,61.2,58.0,17393,7.49,7.58,4.61,1.0
27157,2.01,Ideal,H,SI1,61.9,57.0,17403,8.14,8.05,5.01,1.0
27158,2.01,Premium,G,SI2,60.1,60.0,17403,8.25,8.18,4.94,1.0
27160,2.01,Ideal,H,SI1,61.6,57.0,17403,8.1,8.04,4.97,1.0
27163,2.64,Ideal,H,SI2,62.3,55.0,17407,8.88,8.83,5.52,1.0
27164,2.05,Fair,I,VS1,67.7,58.0,17408,7.74,7.68,5.22,1.0
27171,2.01,Very Good,H,SI1,62.2,60.0,17434,8.05,8.0,4.99,1.0
27174,1.76,Ideal,G,VS2,60.3,57.0,17442,7.9,7.83,4.74,1.0
27176,2.48,Very Good,I,SI2,63.0,62.0,17448,8.58,8.62,5.42,1.0
27178,2.31,Premium,J,VS1,62.3,61.0,17451,8.55,8.43,5.29,1.0
27181,2.01,Premium,H,SI1,59.6,59.0,17458,8.27,8.19,4.9,1.0
27182,2.2,Ideal,H,VS2,61.7,55.0,17460,8.41,8.38,5.18,1.0
27184,2.08,Ideal,H,SI1,61.7,58.0,17469,8.13,8.21,5.04,1.0
27194,1.31,Premium,D,VVS1,62.8,55.0,17496,7.01,6.95,4.38,1.0
27196,1.14,Good,D,IF,61.7,63.0,17499,6.64,6.74,4.13,1.0
27198,1.91,Very Good,F,SI1,62.2,54.0,17509,7.91,7.97,4.94,1.0
27201,1.51,Premium,D,VS1,62.9,54.0,17515,7.29,7.22,4.56,1.0
27202,2.32,Ideal,I,SI2,62.0,57.0,17516,8.45,8.49,5.25,1.0
27211,1.97,Premium,H,VS2,62.9,59.0,17535,8.01,7.9,5.0,1.0
27213,1.45,Very Good,D,VVS2,62.0,56.0,17545,7.25,7.32,4.52,1.0
27214,1.57,Ideal,E,VS2,60.5,57.0,17548,7.53,7.57,4.57,1.0
27218,2.01,Ideal,G,SI2,61.9,57.0,17555,8.0,8.08,4.98,1.0
27220,2.36,Ideal,H,SI2,62.2,55.0,17569,8.51,8.56,5.3,1.0
27223,2.02,Premium,G,SI1,61.8,58.0,17579,8.16,8.1,4.94,1.0
27227,2.53,Premium,H,SI2,59.6,59.0,17591,8.9,8.82,5.29,1.0
27229,1.71,Ideal,G,VS1,62.2,55.0,17595,7.72,7.65,4.78,1.0
27233,2.0,Good,H,SI1,63.3,59.0,17600,7.96,8.03,5.06,1.0
27236,2.1,Premium,J,VVS1,61.3,58.0,17606,8.29,8.24,5.07,1.0
27240,2.01,Ideal,G,SI2,60.9,55.0,17609,8.16,8.19,4.98,1.0
27241,1.74,Premium,G,VS2,61.0,58.0,17614,7.77,7.75,4.73,1.0
27242,2.07,Ideal,G,SI2,62.2,54.0,17614,8.16,8.21,5.09,1.0
27244,2.2,Premium,H,SI2,62.7,58.0,17634,8.33,8.27,5.2,1.0
27251,1.7,Ideal,F,VS2,61.3,54.0,17662,7.72,7.67,4.72,1.0
27252,1.34,Premium,E,IF,61.8,58.0,17663,7.15,7.08,4.4,1.0
27253,2.29,Premium,H,SI2,62.5,58.0,17666,8.43,8.37,5.25,1.0
27254,1.5,Premium,E,VVS2,58.7,61.0,17667,7.49,7.36,4.36,1.0
27259,2.01,Very Good,E,SI1,62.7,57.0,17676,8.03,8.11,5.06,1.0
27263,2.01,Premium,H,SI1,62.7,59.0,17688,8.03,8.08,5.05,1.0
27270,1.99,Fair,H,VS2,60.5,63.0,17713,8.2,8.11,4.93,1.0
27273,2.0,Premium,I,VS2,61.8,56.0,17716,8.11,8.04,4.99,1.0
27274,1.52,Premium,D,VS1,61.0,59.0,17723,7.48,7.53,4.5,1.0
27276,1.65,Ideal,G,IF,62.4,55.0,17729,7.61,7.53,4.72,1.0
27281,2.17,Ideal,I,SI1,60.7,57.0,17747,8.38,8.42,5.1,1.0
27289,2.0,Good,E,SI2,57.7,61.0,17760,8.31,8.19,4.76,1.0
27291,2.0,Ideal,G,VS2,62.3,57.0,17760,8.06,7.97,4.99,1.0
27298,2.05,Premium,D,SI1,60.4,58.0,17776,8.26,8.16,4.96,1.0
27301,2.01,Ideal,F,SI2,61.3,60.0,17798,8.05,8.1,4.95,1.0
27303,1.69,Very Good,E,VS2,62.7,58.0,17803,7.52,7.6,4.74,1.0
27306,2.09,Premium,H,SI2,60.6,59.0,17805,8.27,8.22,5.0,1.0
27310,2.16,Ideal,H,SI1,61.9,57.0,17820,8.3,8.38,5.16,1.0
27311,1.63,Ideal,E,VS2,61.3,55.0,17825,7.6,7.63,4.67,1.0
27318,2.09,Premium,F,SI2,61.7,59.0,17840,8.21,8.23,5.07,1.0
27319,2.18,Premium,G,SI2,61.9,60.0,17841,8.24,8.29,5.12,1.0
27325,2.03,Ideal,H,SI1,60.8,57.0,17864,8.18,8.24,4.99,1.0
27327,2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08,1.0
27328,2.0,Ideal,F,SI2,62.0,57.0,17871,8.1,8.03,5.0,1.0
27331,2.02,Very Good,H,VS2,61.5,59.0,17887,8.08,8.21,5.01,1.0
27332,1.76,Very Good,G,VVS2,61.1,59.0,17888,7.81,7.9,4.8,1.0
27333,2.0,Ideal,I,VS1,62.0,57.0,17889,8.04,7.99,4.97,1.0
27335,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11,1.0
27338,2.01,Ideal,H,SI1,61.9,60.0,17892,8.09,8.07,5.0,1.0
27342,1.58,Ideal,E,VS1,62.6,56.0,17894,7.41,7.44,4.65,1.0
27343,2.2,Ideal,I,SI1,61.7,55.0,17895,8.37,8.41,5.18,1.0
27345,2.0,Good,G,SI1,64.2,59.0,17902,7.93,7.84,5.06,1.0
27347,1.74,Premium,G,VS1,62.4,58.0,17904,7.71,7.61,4.78,1.0
27352,2.39,Very Good,J,VS1,59.6,60.0,17920,8.71,8.77,5.21,1.0
27354,2.57,Premium,D,SI2,58.9,58.0,17924,8.99,8.94,5.28,1.0
27358,2.02,Ideal,I,VS1,62.3,59.0,17936,8.02,8.06,5.01,1.0
27361,0.34,Ideal,E,VS2,62.0,56.0,646,4.46,4.48,2.77,1.0
27366,0.28,Ideal,E,VVS2,62.4,56.0,646,4.16,4.2,2.61,1.0
27367,0.28,Premium,E,VVS1,61.3,60.0,646,4.18,4.21,2.57,1.0
27370,0.28,Ideal,E,VVS1,62.0,56.0,646,4.19,4.23,2.61,1.0
27371,0.31,Ideal,G,VVS2,62.2,53.0,647,4.36,4.39,2.72,1.0
27374,0.32,Ideal,G,SI1,61.9,55.0,647,4.39,4.43,2.73,1.0
27377,0.35,Premium,H,SI1,61.3,55.0,647,4.58,4.55,2.8,1.0
27380,0.35,Very Good,H,SI1,63.3,54.0,647,4.53,4.51,2.86,1.0
27383,0.41,Very Good,J,VS1,62.0,55.0,647,4.74,4.77,2.95,1.0
27385,0.41,Ideal,J,VS1,62.1,56.0,647,4.75,4.79,2.96,1.0
27386,0.41,Very Good,J,VS1,60.8,61.0,647,4.72,4.79,2.89,1.0
27387,0.41,Ideal,J,VS1,60.2,57.0,647,4.81,4.85,2.91,1.0
27388,0.41,Premium,J,VS1,62.1,58.0,647,4.75,4.79,2.96,1.0
27389,0.41,Ideal,J,VS1,62.7,57.0,647,4.72,4.75,2.97,1.0
27390,2.02,Premium,E,SI2,58.2,60.0,17938,8.32,8.25,4.82,1.0
27391,1.54,Ideal,F,VS1,60.5,56.0,17949,7.52,7.49,4.54,1.0
27392,2.04,Very Good,H,SI1,62.5,61.0,17952,8.04,8.08,5.04,1.0
27393,2.04,Very Good,H,SI1,63.0,58.0,17952,8.03,8.1,5.08,1.0
27397,2.05,Ideal,F,SI2,62.0,56.0,17957,8.12,8.19,5.06,1.0
27398,2.03,Premium,H,VS2,62.6,59.0,17975,8.06,8.1,5.06,1.0
27401,2.01,Premium,G,VS2,61.4,58.0,17987,8.11,7.99,4.94,1.0
27407,2.35,Premium,H,SI1,62.6,60.0,17999,8.42,8.38,5.26,1.0
27411,2.06,Very Good,G,SI2,62.3,59.0,18005,8.07,8.2,5.07,1.0
27412,2.25,Premium,D,SI2,60.4,59.0,18007,8.54,8.48,5.13,1.0
27413,1.76,Very Good,G,VS1,62.8,55.4,18014,7.7,7.74,4.85,1.0
27415,5.01,Fair,J,I1,65.5,59.0,18018,10.74,10.54,6.98,1.0
27417,2.0,Good,H,VS2,63.8,59.0,18023,7.88,8.01,5.07,1.0
27418,2.04,Good,H,SI1,58.4,60.0,18026,8.31,8.36,4.87,1.0
27419,2.03,Ideal,H,SI1,60.8,57.0,18026,8.24,8.18,4.99,1.0
27421,2.32,Premium,I,SI1,61.2,58.0,18026,8.57,8.52,5.23,1.0
27422,2.01,Very Good,H,SI1,58.2,63.0,18027,8.32,8.23,4.82,1.0
27426,2.16,Ideal,I,SI1,62.0,56.0,18029,8.28,8.3,5.14,1.0
27427,2.11,Premium,E,SI2,62.4,61.0,18034,8.19,8.1,5.08,1.0
27429,2.25,Premium,H,SI2,62.8,59.0,18034,0.0,0.0,0.0,1.0
27430,2.51,Ideal,I,SI2,58.4,62.0,18037,8.87,8.79,5.15,1.0
27431,2.01,Very Good,I,VS1,62.9,59.0,18041,7.94,8.03,5.02,1.0
27441,2.29,Very Good,I,SI1,61.8,59.0,18068,8.44,8.51,5.24,1.0
27447,2.02,Ideal,G,VS2,61.7,53.0,18077,8.14,8.04,4.99,1.0
27448,2.32,Ideal,H,SI1,62.6,57.0,18080,8.46,8.52,5.32,1.0
27455,1.14,Very Good,D,IF,59.1,58.0,18112,6.83,6.9,4.06,1.0
27459,2.04,Premium,H,SI1,62.5,61.0,18115,8.08,8.04,5.04,1.0
27462,2.12,Very Good,H,SI1,60.7,55.0,18118,8.28,8.36,5.05,1.0
27463,2.33,Very Good,I,SI1,60.7,56.0,18119,8.55,8.61,5.21,1.0
27466,2.1,Ideal,F,SI2,61.0,60.0,18124,8.22,8.2,5.01,1.0
27470,2.08,Very Good,E,SI2,62.4,60.0,18128,8.13,8.15,5.08,1.0
27471,1.78,Ideal,F,VS2,60.9,56.0,18128,7.85,7.88,4.79,1.0
27477,2.01,Very Good,H,SI1,59.1,58.0,18149,8.29,8.36,4.92,1.0
27488,1.63,Ideal,F,VS1,61.6,57.0,18179,7.53,7.61,4.66,1.0
27489,2.52,Premium,F,SI2,60.6,60.0,18179,8.78,8.7,5.3,1.0
27490,2.05,Ideal,G,SI2,61.6,56.0,18181,8.16,8.11,5.01,1.0
27491,2.01,Ideal,F,SI2,61.6,55.0,18183,8.08,8.02,4.97,1.0
27495,1.55,Ideal,E,VVS2,62.5,55.0,18188,7.38,7.4,4.62,1.0
27498,2.05,Ideal,E,SI1,62.4,57.0,18193,8.17,8.09,5.08,1.0
27501,2.01,Premium,I,VS1,62.9,59.0,18206,8.03,7.94,5.02,1.0
27503,2.02,Premium,H,VS2,62.7,53.0,18207,8.02,7.95,0.0,1.0
27504,1.73,Very Good,G,VVS2,62.6,55.0,18211,7.66,7.76,4.83,1.0
27505,2.09,Very Good,I,VS1,62.9,57.0,18215,8.09,8.13,5.1,1.0
27507,1.09,Very Good,D,IF,61.7,58.0,18231,6.55,6.65,4.07,1.0
27510,2.02,Very Good,H,SI1,59.6,59.0,18236,8.27,8.35,4.95,1.0
27513,2.3,Premium,I,VS2,61.8,60.0,18239,8.47,8.39,5.21,1.0
27527,2.13,Ideal,H,SI1,62.2,55.0,18275,8.2,8.27,5.12,1.0
27528,2.21,Ideal,G,SI2,61.9,55.0,18276,8.4,8.36,5.19,1.0
27529,1.7,Ideal,G,VVS1,61.0,56.0,18279,7.62,7.67,4.66,1.0
27532,1.62,Ideal,F,VS2,61.2,57.0,18281,7.52,7.58,4.62,1.0
27533,2.03,Premium,D,SI2,62.4,59.0,18286,8.04,7.98,5.0,1.0
27535,2.06,Ideal,G,SI2,62.3,56.0,18293,8.16,8.09,5.06,1.0
27538,2.01,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01,1.0
27545,2.1,Ideal,G,SI2,61.3,55.0,18312,8.19,8.25,5.04,1.0
27547,1.61,Ideal,D,VS2,62.0,55.0,18318,7.51,7.5,4.67,1.0
27561,2.6,Ideal,J,SI2,62.5,56.0,18369,8.81,8.76,5.49,1.0
27564,2.0,Premium,H,SI1,63.0,56.0,18371,7.98,7.93,5.01,1.0
27565,2.0,Premium,H,SI1,58.2,60.0,18371,8.34,8.26,4.83,1.0
27568,2.0,Good,F,SI1,63.0,61.0,18376,7.85,7.99,4.99,1.0
27570,2.09,Very Good,H,SI1,61.1,56.0,18392,8.23,8.3,5.05,1.0
27571,2.01,Ideal,F,SI2,61.7,56.0,18394,8.12,8.16,5.02,1.0
27572,2.01,Ideal,F,SI2,61.9,55.0,18395,8.1,8.05,5.0,1.0
27575,1.7,Premium,F,VS1,58.5,60.0,18398,7.83,7.76,4.56,1.0
27577,2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02,1.0
27582,2.26,Premium,H,SI1,60.3,58.0,18426,8.56,8.51,5.15,1.0
27584,2.0,Premium,E,SI2,61.8,56.0,18426,8.12,8.05,5.0,1.0
27588,1.7,Premium,F,VS1,60.6,58.0,18430,7.68,7.71,4.66,1.0
27591,1.33,Ideal,F,IF,60.2,57.0,18435,7.12,7.17,4.3,1.0
27593,2.0,Ideal,H,SI1,62.8,52.0,18440,8.05,8.1,5.06,1.0
27597,1.7,Ideal,G,VVS1,61.0,56.0,18445,7.67,7.62,4.66,1.0
27600,2.03,Ideal,F,SI2,63.3,55.0,18458,7.96,8.05,5.08,1.0
27602,2.16,Ideal,J,VS1,61.4,55.0,18462,8.34,8.27,5.1,1.0
27603,2.04,Good,D,SI1,61.9,60.0,18468,8.15,8.11,5.03,1.0
27604,2.15,Ideal,H,SI1,61.5,60.0,18470,8.17,8.29,5.06,1.0
27606,2.01,Good,H,VS2,64.1,59.0,18474,7.91,7.85,5.05,1.0
27607,2.19,Ideal,H,SI1,60.6,57.0,18475,8.39,8.35,5.07,1.0
27613,2.02,Premium,F,SI2,61.7,58.0,18487,8.15,8.11,5.02,1.0
27617,2.01,Very Good,I,VS1,63.0,59.0,18500,7.87,7.94,4.98,1.0
27618,2.01,Very Good,H,VS2,63.2,58.0,18507,7.93,8.01,5.04,1.0
27621,2.37,Ideal,J,SI1,61.9,55.0,18508,8.53,8.56,5.29,1.0
27623,2.0,Fair,G,VS2,67.6,58.0,18515,7.65,7.61,5.16,1.0
27624,2.38,Premium,H,VS1,60.9,59.0,18522,8.62,8.59,5.24,1.0
27627,2.14,Very Good,D,SI2,60.3,60.0,18526,8.31,8.43,5.05,1.0
27628,2.14,Ideal,H,SI1,61.5,57.0,18528,8.36,8.29,5.12,1.0
27629,2.22,Ideal,I,VS2,61.3,56.0,18531,8.45,8.36,5.15,1.0
27639,2.38,Premium,J,VS2,62.1,58.0,18559,8.54,8.49,5.29,1.0
27646,2.01,Fair,G,SI1,70.6,64.0,18574,7.43,6.64,4.69,1.0
27649,3.01,Good,H,SI2,57.6,64.0,18593,9.44,9.38,5.42,1.0
27652,1.71,Ideal,G,VVS2,62.1,55.0,18599,7.63,7.66,4.75,1.0
27654,2.01,Ideal,G,VS2,61.4,54.0,18607,8.16,8.09,4.99,1.0
27655,2.07,Premium,F,SI2,60.7,59.0,18611,8.21,8.16,4.97,1.0
27656,1.49,Ideal,F,VVS2,61.1,58.0,18614,7.36,7.38,4.5,1.0
27657,2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27,1.0
27658,2.01,Good,G,SI1,60.3,60.0,18625,8.07,8.18,4.9,1.0
27660,2.01,Good,H,VS2,63.3,55.0,18640,7.87,7.94,5.0,1.0
27661,2.09,Very Good,F,SI2,63.4,55.0,18640,8.18,8.11,5.16,1.0
27665,2.05,Ideal,H,VS2,61.6,57.0,18659,8.2,8.14,5.03,1.0
27667,2.01,Ideal,D,SI2,62.1,56.0,18674,8.02,8.11,5.01,1.0
27669,2.16,Very Good,F,SI2,62.4,59.0,18678,8.28,8.33,5.18,1.0
27673,1.5,Very Good,G,VS2,60.7,59.0,18691,7.31,7.38,4.46,1.0
27675,2.48,Very Good,F,SI2,63.4,56.0,18692,8.64,8.55,5.45,1.0
27676,2.19,Ideal,D,SI2,61.8,57.0,18693,8.23,8.49,5.17,1.0
27679,3.51,Premium,J,VS2,62.5,59.0,18701,9.66,9.63,6.03,1.0
27681,2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08,1.0
27687,1.7,Premium,G,VVS2,59.8,59.0,18718,7.7,7.75,4.62,1.0
27690,0.38,Ideal,I,VS2,60.5,56.0,648,4.71,4.74,2.85,1.0
27696,0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94,1.0
27697,0.41,Ideal,G,SI2,61.7,56.0,648,4.79,4.81,2.96,1.0
27700,0.32,Ideal,F,SI1,61.0,55.0,648,4.45,4.47,2.72,1.0
27701,0.26,Ideal,G,IF,61.7,54.0,648,4.15,4.18,2.57,1.0
27704,0.36,Ideal,H,SI1,61.5,57.0,648,4.6,4.57,2.82,1.0
27705,0.36,Ideal,I,VS2,61.8,55.0,648,4.61,4.58,2.84,1.0
27706,0.36,Premium,I,VS2,61.6,58.0,648,4.57,4.52,2.8,1.0
27709,0.32,Ideal,H,VS2,62.2,57.0,648,4.38,4.36,2.72,1.0
27711,0.36,Premium,I,VS2,62.7,59.0,648,4.58,4.54,2.86,1.0
27712,0.36,Premium,H,SI1,63.0,55.0,648,4.54,4.51,2.85,1.0
27713,0.36,Ideal,H,SI1,62.3,57.0,648,4.58,4.54,2.84,1.0
27720,2.02,Very Good,E,SI1,59.8,59.0,18731,8.11,8.2,4.88,1.0
27724,2.01,Very Good,G,SI1,63.1,59.0,18741,8.03,7.98,5.05,1.0
27727,2.61,Ideal,I,SI2,62.1,56.0,18756,8.85,8.73,5.46,1.0
27731,2.55,Premium,I,VS1,61.8,62.0,18766,8.7,8.65,5.36,1.0
27733,1.51,Very Good,F,VVS1,62.6,59.0,18777,7.33,7.24,4.56,1.0
27743,2.0,Premium,I,VS1,60.8,59.0,18795,8.13,8.02,4.91,1.0
27744,2.29,Premium,I,SI1,61.8,59.0,18797,8.52,8.45,5.24,1.0
27746,2.07,Ideal,G,SI2,62.5,55.0,18804,8.2,8.13,5.11,1.0
27747,1.51,Ideal,G,IF,61.7,55.0,18806,7.37,7.41,4.56,1.0
27748,2.0,Very Good,G,SI1,63.5,56.0,18818,7.9,7.97,5.04,1.0
27754,0.32,Ideal,I,VS1,62.4,54.0,648,4.39,4.36,2.73,1.0
27758,0.32,Premium,I,VS1,61.3,58.0,648,4.39,4.35,2.68,1.0
27759,0.32,Premium,H,VS2,59.5,58.0,648,4.5,4.47,2.67,1.0
27760,0.32,Premium,H,VS2,60.5,59.0,648,4.43,4.39,2.67,1.0
27763,0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7,1.0
27765,0.32,Ideal,H,VS2,62.0,55.0,648,4.42,4.39,2.73,1.0
27766,0.32,Premium,H,VS2,60.7,60.0,648,4.41,4.39,2.67,1.0
27767,0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67,1.0
27770,0.32,Ideal,H,VS2,62.0,55.0,648,4.4,4.38,2.72,1.0
27773,0.32,Premium,H,VS2,61.0,60.0,648,4.41,4.35,2.67,1.0
27774,0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73,1.0
27782,0.3,Good,G,VS2,58.5,64.0,648,4.42,4.37,2.57,1.0
27787,0.37,Ideal,E,SI1,61.9,56.0,649,4.57,4.6,2.84,1.0
27792,0.37,Ideal,G,VS2,62.2,57.0,649,4.59,4.64,2.87,1.0
27793,0.37,Very Good,G,VS2,62.8,60.0,649,4.55,4.59,2.87,1.0
27795,0.37,Premium,G,VS2,59.3,60.0,649,4.67,4.71,2.78,1.0
27798,0.37,Ideal,G,VS2,60.8,57.0,649,4.61,4.66,2.82,1.0
27801,0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84,1.0
27808,0.3,Ideal,H,VVS1,61.5,55.0,650,4.31,4.35,2.66,1.0
27815,0.28,Ideal,G,IF,60.9,57.0,650,4.24,4.27,2.59,1.0
27818,0.34,Premium,G,SI1,59.7,59.0,650,4.54,4.5,2.7,1.0
27822,0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7,1.0
27824,0.34,Premium,D,SI2,60.6,60.0,650,4.53,4.48,2.73,1.0
27826,0.39,Very Good,I,VS2,62.9,57.0,650,4.64,4.68,2.93,1.0
27829,0.38,Ideal,H,SI1,61.2,56.0,650,4.63,4.68,2.85,1.0
27837,0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,1.0
27840,0.31,Good,E,VS2,59.1,56.0,651,4.41,4.46,2.62,1.0
27841,0.31,Premium,E,SI1,61.2,58.0,651,4.38,4.34,2.67,1.0
27846,0.3,Ideal,D,VS1,62.2,56.0,651,4.27,4.31,2.67,1.0
27848,0.33,Very Good,G,VS1,61.0,57.0,652,4.46,4.49,2.72,1.0
27854,0.31,Ideal,G,VS1,61.3,56.4,652,4.36,4.39,2.69,1.0
27857,0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71,1.0
27859,0.3,Ideal,F,VS1,62.3,53.8,652,4.3,4.33,2.69,1.0
27864,0.32,Ideal,G,SI1,61.4,56.0,653,4.44,4.42,2.72,1.0
27865,0.3,Very Good,E,VS1,61.4,59.0,653,4.32,4.28,2.64,1.0
27866,0.3,Very Good,E,VS1,60.2,57.0,653,4.37,4.3,2.61,1.0
27868,0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01,1.0
27869,0.38,Premium,F,SI1,62.0,58.0,653,4.6,4.63,2.86,1.0
27871,0.42,Good,D,SI2,63.2,57.0,653,4.75,4.77,3.01,1.0
27873,0.42,Premium,E,SI2,60.1,58.0,653,4.87,4.91,2.94,1.0
27874,0.3,Very Good,F,VS1,61.5,56.0,654,4.31,4.34,2.66,1.0
27876,0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94,1.0
27878,0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01,1.0
27883,0.3,Very Good,H,VVS1,62.8,56.0,655,4.26,4.28,2.68,1.0
27884,0.36,Ideal,I,VVS2,61.5,57.0,655,4.55,4.58,2.8,1.0
27891,0.32,Ideal,I,IF,62.1,54.0,655,4.39,4.43,2.74,1.0
27892,0.32,Ideal,I,IF,61.6,56.0,655,4.4,4.43,2.72,1.0
27895,0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91,1.0
27900,0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97,1.0
27901,0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83,1.0
27905,0.31,Ideal,D,VS2,61.0,54.0,656,4.38,4.44,2.69,1.0
27918,0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79,1.0
27920,0.37,Very Good,G,VS1,58.4,59.0,657,4.76,4.69,2.76,1.0
27922,0.26,Very Good,D,SI1,59.7,58.0,658,4.16,4.22,2.5,1.0
27924,0.31,Ideal,G,VS1,61.5,54.0,658,4.39,4.43,2.71,1.0
27925,0.38,Ideal,G,SI1,60.4,58.0,658,4.7,4.74,2.85,1.0
27935,0.28,Ideal,G,SI1,60.7,56.0,430,4.25,4.28,2.59,1.0
27950,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63,1.0
27952,0.27,Ideal,I,VS1,61.6,56.0,432,4.15,4.19,2.57,1.0
27953,0.27,Ideal,I,VS1,61.9,54.0,432,4.14,4.19,2.58,1.0
27954,0.27,Ideal,I,VS1,62.5,54.0,432,4.16,4.19,2.61,1.0
27960,0.3,Premium,E,VS2,59.9,59.0,658,4.33,4.38,2.61,1.0
27966,0.3,Ideal,E,VS2,61.5,55.0,658,4.28,4.31,2.64,1.0
27973,0.3,Ideal,E,VS2,61.5,56.0,658,4.29,4.33,2.65,1.0
27975,0.3,Very Good,E,VS2,62.4,56.0,658,4.25,4.28,2.66,1.0
27976,0.3,Ideal,E,VS2,62.1,55.0,658,4.32,4.35,2.69,1.0
27977,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.29,2.66,1.0
27978,0.3,Ideal,E,VS2,61.5,55.0,658,4.31,4.34,2.66,1.0
27980,0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68,1.0
27986,0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67,1.0
27987,0.3,Very Good,E,VS2,62.1,59.0,658,4.27,4.29,2.66,1.0
27990,0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65,1.0
27992,0.3,Premium,E,VS2,60.4,58.0,658,4.3,4.34,2.61,1.0
27994,0.3,Premium,E,VS2,61.8,58.0,658,4.31,4.36,2.68,1.0
27995,0.3,Ideal,E,VS2,61.2,55.0,658,4.31,4.35,2.65,1.0
28004,0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66,1.0
28014,0.3,Ideal,E,VS2,62.6,54.0,658,4.29,4.33,2.7,1.0
28017,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63,1.0
28018,0.3,Ideal,E,VS2,62.0,56.0,658,4.3,4.34,2.68,1.0
28019,0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68,1.0
28025,0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69,1.0
28026,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65,1.0
28027,0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6,1.0
28029,0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65,1.0
28045,0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56,1.0
28048,0.3,Very Good,E,VS1,63.4,55.0,660,4.26,4.29,2.71,1.0
28050,0.31,Ideal,H,VVS1,62.0,54.2,660,4.35,4.39,2.71,1.0
28053,0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72,1.0
28054,0.32,Ideal,F,VS2,61.4,57.0,660,4.4,4.43,2.71,1.0
28055,0.42,Ideal,D,SI2,62.0,54.0,660,4.8,4.85,2.99,1.0
